Instance_ID,Location,Text
2269,Sydney,"Spending,hump,day,at,the,beach,water,is,fantastic,amp,a,couple,of,cute,guys,next,to,me,How,are,you,spending,yours"
2270,Perth,"not,sure,what,the,deal,is,here,is,this,the,whole,book,but,i,pay,to,get,a,downloadable,copy"
2271,Sydney,"Kundalini,Yoga,at,the,beach,129,Glenayr,Avenue,this,evening,at,6,30,kundaliniyoga,yoga,Bondi"
2272,Brisbane,"Cam,s,sleepy,voice,May,I,join,you,next,time,you,nap"
2273,Sydney,"Cocktails,from,last,night,The,crew,at,The,Rook,have,some,fun,stuff,going,on,therook,cocktails"
2274,Sydney,"RARLAB,actually,looking,like,a,boi,or,gal,i,don,t,buy,tampons,or,pads,shapes,to,go,there"
2275,Sydney,""
2276,Brisbane,"Getting,close,to,Halftime,the,lads,consolidating,Another,goal,would,gap,off,the,half,nicely"
2277,Brisbane,"Main,Nice,plod,down,WorsleyWoods,today,Remember,this,run,Done,some,suffering,down,there"
2278,Melbourne,"And,that,s,enough,excitement,for,now,I,m,going,back,to,bed,See,you,tonight,at,the,Friday,night,Velvet,party,Xxx"
2279,Brisbane,"If,you,can,afford,the,14,000,Apple,super,watch,consider,donating,to,Doctors,Without,Borders,It,s,kind,of,important"
2280,Brisbane,"This,product,should,have,brand,ASOS,2"
2281,Brisbane,"Thank,you,everyone,for,your,UPcentric,entries,It,cheered,us,UP,and,it,sure,cheered,the,world,UP,Remember,tu,UP,toh,duniya,UP"
2282,Perth,"when,will,follow,me"
2283,Melbourne,"don,t,fk,us,round,with,yo,bullshit"
2284,Brisbane,"ilu,duh"
2285,Sydney,"An,aussie,possum,vs,A,us,possum,Australia,is,crazy"
2286,Brisbane,"Follow,me,Please,I,love,You,Dear,30"
2287,Perth,"House,Of,Cards,gt,gt,gt,gt,S01,Ep03"
2288,Perth,"DearHunter,how,do,you,deal,with,jealously"
2289,Brisbane,""
2290,Perth,"Just,Patiently,waiting,for,s,new,video,like"
2291,Melbourne,"ttsingh"
2292,Brisbane,"your,going,down,I,m,yelling,timberrrrr"
2293,Melbourne,""
2294,Sydney,"time,for,basketball,training,at,this,unholy,hour"
2295,Sydney,"nailed,it"
2296,Melbourne,"Best,learning,experience,survey,Crazy,eccentric,memorable,teachers"
2297,Sydney,"where,are,you,dudes,at,ahhhh,WANNA,meet,you"
2298,Brisbane,""
2299,Brisbane,"Love,this,feedback,for,Chris,and,Richard,yesterday,Well,done,guys,visit"
2300,Sydney,"12,Standard,procedures,Just,needs,me,in,a,towel,to,the,very,last,minute,Then,moaning,at,you"
2301,Brisbane,"Well,now,I,just,ran,into,Finally,im,seeing,more,Community,Managers,in,latley"
2302,Perth,"Girls,recording,every,word,of,every,song,from,one,direction,just,have,fun,at,the,concert,and,get,off,your,phone,we,know,you,re,there,dw"
2303,Brisbane,"Meow,West,End"
2304,Perth,"No,matter,the,setback,think,of,the,positives,bloods,completed,MRI,on,Monday,at,least,now,we,will,have,an,answer,LoveLife,Positivity"
2305,Melbourne,"well,that,makes,sense,haha"
2306,Melbourne,"I,interviewed,elderly,Chinese,people,with,hep,B,and,they,were,asking,me,what,their,hospital,treatments,were,fibroscan"
2307,Brisbane,"Cuteness,overload,IrishWolfhound,Brisbane,St,Patricks,Day,Parade"
2308,Brisbane,"Coffee,amp,Flowers,No,better,start,to,a,Saturday"
2309,Sydney,"new,post,Ramen,O,San,at,Dixon,House,Food,Court,Haymarket,linkinpost,Osan,Ramen,Sydney"
2310,Perth,"Ice,skating,is,not,an,Australian,national,sport"
2311,Perth,"antes,de,venir,a,Australia,no,haba,quien,me,hiciera,probar,el,aguacate,y,ahora,no,imagino,mi,vida,sin,l"
2312,Perth,"Taking,a,break,from,the,loan,spell,in,Perth,and,visiting,the,Waca,AusvsAfg"
2313,Perth,"would,be,cool,if,you,were,my,1,everyone,lmao"
2314,Melbourne,"and,thanks,I,try,to,do,my,bit,Appreciate,your,comments"
2315,Melbourne,"CLAN,AINT,NOTHIN,TO,FUCK,WITH"
2316,Brisbane,"I,know,what,you,mean,It,was,a,bit,funny,y,day,how,rattled,the,rep,for,Horizon,Housing,gotod,reminded,amp,admitted,stuff,I,forgot"
2317,Melbourne,"Feel,The,Love,by,Rudimental,Featuring,John,Newman,is,nowplaying,in,Genesis,Dandedong,Dandenong,Download,it,now,at"
2318,Sydney,"how,about,rebuilding,jobs,by,tearing,up,the,agreements,for,mine,owners,to,employ,thousands,of,foreigners"
2319,Melbourne,"thnx,barleypvfc"
2320,Brisbane,"Anywheresville,RT,An,artist,s,dark,but,loving,graphic,ode,to,suburbia"
2321,Melbourne,"Blue,moon,waves"
2322,Sydney,"Sylvia,very,funny,reactions,on,show,this,morning"
2323,Sydney,"Attending,the,Expert,Night,next,week,to,hear,from,Sydney,s,leading,marketing,experts"
2324,Brisbane,"Thanks,for,the,retweet"
2325,Perth,"Deserve,a,wine,tonight,after,the,day,iv,had"
2326,Brisbane,"Cosmopolitan,cocktail,drink,instafoodapp,instafood,instafoodapp,instagood,food,foodporn"
2327,Perth,"I,SAW,YOU,CHANGE,YOUR,BIO,AW"
2328,Melbourne,"Ustedes,viendo,al,Chelsea,vs,Psg,mientras,juegan,Petrolera,vs,Cortulua,No,hay,derecho,jaajaj"
